,id,category
2754,DB11374,"Anti-Infective Agents; Antiparasitic Agents; Antiprotozoals; Coccidiostats; Heterocyclic Compounds; Heterocyclic Compounds, 1-Ring; Picolines; Pyridines"
2755,DB11375,Anti-Bacterial Agents; Anti-Infective Agents; Carbohydrates; Growth Substances; Polysaccharides
2756,DB11379,Organophosphorus Compounds
2757,DB11382,Arsenicals
2758,DB11385,"Amides; beta-Lactams; Heterocyclic Compounds; Heterocyclic Compounds, 2-Ring; Heterocyclic Compounds, Fused-Ring; Lactams; Sulfur Compounds; Thiazines"
2759,DB11386,"Alcohols; Alimentary Tract and Metabolism; Antiemetics and Antinauseants; Butanols; Chlorohydrins; Compounds used in a research, industrial, or household setting; Fatty Alcohols; Lipids; Pharmaceutic Aids; Pharmaceutical Preparations; Preservatives, Pharmaceutical"
2760,DB11392,"Agrochemicals; Compounds used in a research, industrial, or household setting; Insecticides; Organophosphorus Compounds; Pesticides; Sulfur Compounds; Toxic Actions"
2761,DB11395,"Amides; Analgesics; Analgesics, Non-Narcotic; Anti-Inflammatory Agents; Anti-Inflammatory Agents, Non-Steroidal; Antirheumatic Agents; Azoles; Benzene Derivatives; Cyclooxygenase Inhibitors; Enzyme Inhibitors; Heterocyclic Compounds; Heterocyclic Compounds, 1-Ring; Hydrocarbons; Hydrocarbons, Aromatic; Hydrocarbons, Cyclic; Peripheral Nervous System Agents; Sensory System Agents; Sulfonamides; Sulfones; Sulfur Compounds"
2762,DB11397,"Agrochemicals; Anthelmintics; Anti-Infective Agents; Antiparasitic Agents; Cholinergic Agents; Cholinesterase Inhibitors; Compounds used in a research, industrial, or household setting; Enzyme Inhibitors; Insecticides; Neurotransmitter Agents; Organophosphates; Organophosphorus Compounds; Pesticides; Potential QTc-Prolonging Agents; QTc Prolonging Agents; Toxic Actions"
2763,DB11401,"Anti-Bacterial Agents; Anti-Infective Agents; Heterocyclic Compounds; Heterocyclic Compounds, 1-Ring; Pyridines"
2764,DB11403,"Amino Acids, Peptides, and Proteins; Anti-Infective Agents; Antiparasitic Agents; Macrocyclic Compounds; Peptides; Peptides, Cyclic; Polycyclic Compounds"
2765,DB11404,"Anti-Bacterial Agents; Anti-Infective Agents; Cytochrome P-450 CYP1A2 Inhibitors; Cytochrome P-450 CYP1A2 Inhibitors (strength unknown); Cytochrome P-450 Enzyme Inhibitors; Fluoroquinolones; Heterocyclic Compounds; Heterocyclic Compounds, 2-Ring; Heterocyclic Compounds, Fused-Ring; Quinolines; Quinolones"
2766,DB11409,Amidines; Anthelmintics; Anti-Infective Agents; Antiparasitic Agents; Antiprotozoals
2767,DB11410,"Acids, Acyclic; Anthelmintics; Anti-Infective Agents; Antinematodal Agents; Antiparasitic Agents; Antiparasitic Products, Insecticides and Repellents; Benzimidazole Derivatives; Benzimidazoles; Carbamates; Carboxylic Acids; Heterocyclic Compounds; Heterocyclic Compounds, 2-Ring; Heterocyclic Compounds, Fused-Ring"
2768,DB11412,"Agrochemicals; Cholinergic Agents; Cholinesterase Inhibitors; Compounds used in a research, industrial, or household setting; Enzyme Inhibitors; Insecticides; Neurotransmitter Agents; Organophosphates; Organophosphorus Compounds; Organothiophosphates; Organothiophosphorus Compounds; Pesticides; Potential QTc-Prolonging Agents; QTc Prolonging Agents; Sulfur Compounds; Toxic Actions"
2769,DB11414,"Azoles; Heterocyclic Compounds; Heterocyclic Compounds, 1-Ring"
2770,DB11417,"Acids, Acyclic; Carbohydrates; Carboxylic Acids; Compounds used in a research, industrial, or household setting; Coordination Complexes; Dextrans; Glucans; Hydroxy Acids; Iron Compounds; Pharmaceutical Preparations; Polysaccharides"
2771,DB11419,"Benzopyrans; Coumarins; Heterocyclic Compounds; Heterocyclic Compounds, 1-Ring; Heterocyclic Compounds, 2-Ring; Heterocyclic Compounds, Fused-Ring; Pyrans"
2772,DB11420,"Alkenes; Hydrocarbons; Hydrocarbons, Acyclic; Polyenes; Terpenes; Triterpenes"
2773,DB11427,"Antiemetics; Autonomic Agents; Benzene Derivatives; Central Nervous System Agents; Gastrointestinal Agents; Heterocyclic Compounds; Heterocyclic Compounds, Bridged-Ring; Hydrocarbons; Hydrocarbons, Aromatic; Hydrocarbons, Cyclic; Peripheral Nervous System Agents"
2774,DB11431,"Agrochemicals; Anthelmintics; Anti-Infective Agents; Antinematodal Agents; Antiparasitic Agents; Antiparasitic Products, Insecticides and Repellents; Compounds used in a research, industrial, or household setting; Insecticides; Lactones; Macrocyclic Compounds; Pesticides; Polycyclic Compounds; Polyketides; Toxic Actions"
2775,DB11433,"Heterocyclic Compounds; Heterocyclic Compounds, 2-Ring; Heterocyclic Compounds, Fused-Ring; Quinolines"
2776,DB11436,"Furans; Heterocyclic Compounds; Heterocyclic Compounds, 1-Ring; Nitro Compounds"
2777,DB11437,
2778,DB11447,"Agents that reduce seizure threshold; Anti-Infective Agents; Antiparasitic Agents; Antiprotozoals; Heterocyclic Compounds; Heterocyclic Compounds, 3-Ring; Heterocyclic Compounds, Fused-Ring; Sulfur Compounds"
2779,DB11450,"Cardiotonic Agents; Cardiovascular Agents; Compounds used in a research, industrial, or household setting; Cytochrome P-450 CYP1A2 Substrates; Cytochrome P-450 Substrates; Enzyme Inhibitors; Heterocyclic Compounds; Heterocyclic Compounds, 1-Ring; Phosphodiesterase Inhibitors; Protective Agents; Vasodilating Agents"
2780,DB11456,Organophosphorus Compounds; Sulfur Compounds
2781,DB11458,Anti-Bacterial Agents; Anti-Infective Agents; Antiparasitic Agents; Antiprotozoals; Arsenicals; Coccidiostats
2782,DB11462,"Amides; Amines; Aniline Compounds; Benzene Derivatives; Benzenesulfonamides; Hydrocarbons; Hydrocarbons, Aromatic; Hydrocarbons, Cyclic; Sulfanilamides; Sulfonamides; Sulfones; Sulfur Compounds"
2783,DB11466,"Agents causing hyperkalemia; Agents that produce hypertension; Analgesics; Analgesics, Non-Narcotic; Anti-Inflammatory Agents; Anti-Inflammatory Agents, Non-Steroidal; Antirheumatic Agents; Azoles; Heterocyclic Compounds; Heterocyclic Compounds, 1-Ring; Immunologic Factors; Immunosuppressive Agents; Nephrotoxic agents; Non COX-2 selective NSAIDS; Peripheral Nervous System Agents; Sensory System Agents"
2784,DB11471,Anti-Bacterial Agents; Anti-Infective Agents; Lactones; Macrolides
2785,DB11473,"Agrochemicals; Anthelmintics; Anti-Infective Agents; Antiparasitic Agents; Antiparasitic Products, Insecticides and Repellents; Antitrematodals; Cholinergic Agents; Cholinesterase Inhibitors; Compounds used in a research, industrial, or household setting; Enzyme Inhibitors; Insecticides; Neurotransmitter Agents; Organophosphonates; Organophosphorous Compounds; Organophosphorus Compounds; Pesticides; Toxic Actions"
2786,DB11475,Anti-Bacterial Agents; Anti-Infective Agents; Lactones; Macrolides
2787,DB11479,"Heterocyclic Compounds; Heterocyclic Compounds, 2-Ring; Heterocyclic Compounds, Fused-Ring; Organosilicon Compounds; Receptors, Adrenergic, beta"
2788,DB11482,"Biological Products; Biopolymers; Cell-mediated Immunity; Complex Mixtures; Compounds used in a research, industrial, or household setting; Increased Histamine Release; Macromolecular Substances; Plant Exudates; Polymers; Resins, Plant; Standardized Chemical Allergen"
2789,DB11490,"Alkaloids; Antidotes; Central Nervous System Agents; Heterocyclic Compounds; Heterocyclic Compounds with 4 or More Rings; Heterocyclic Compounds, Bridged-Ring; Heterocyclic Compounds, Fused-Ring; Mixed Agonist / Antagonist Opioids; Morphinans; Opiate Alkaloids; Opioid Antagonists; Opioids; Peripheral Nervous System Agents; Phenanthrenes; Polycyclic Compounds; Polycyclic Hydrocarbons, Aromatic; Semi-synthetic Opioids; Sensory System Agents"
2790,DB11493,"Acids; Acids, Noncarboxylic; Anions; Electrolytes; Ions; Phosphate salts; Phosphoric Acids; Phosphorus Acids; Phosphorus Compounds"
2791,DB11495,
2792,DB11504,"Cycloparaffins; Hydrocarbons; Hydrocarbons, Alicyclic; Hydrocarbons, Cyclic"
2793,DB11507,"Abortifacient Agents; Adrenal Cortex Hormones; Autacoids; Biological Factors; Contraceptive Agents, Hormonal; Eicosanoids; Fatty Acids; Fatty Acids, Unsaturated; Hormonal Contraceptives for Systemic Use; Inflammation Mediators; Lipids; Luteolytic Agents; Prostaglandins; Prostaglandins F, Synthetic; Prostaglandins, Synthetic; Reproductive Control Agents"
2794,DB11511,"Anti-Bacterial Agents; Cytochrome P-450 CYP1A2 Inhibitors; Cytochrome P-450 CYP1A2 Inhibitors (strength unknown); Cytochrome P-450 Enzyme Inhibitors; Fluoroquinolones; Heterocyclic Compounds; Heterocyclic Compounds, 2-Ring; Heterocyclic Compounds, Fused-Ring; Potential QTc-Prolonging Agents; QTc Prolonging Agents; Quinolines; Quinolones"
2795,DB11525,Anti-Bacterial Agents; Anti-Infective Agents; Ionophores
2796,DB11526,"Acids, Carbocyclic; Amides; Antineoplastic Agents; Antineoplastic and Immunomodulating Agents; Azoles; Benzene Derivatives; Benzoates; Carboxylic Acids; Heterocyclic Compounds; Heterocyclic Compounds, 1-Ring; Hydrocarbons; Hydrocarbons, Aromatic; Hydrocarbons, Cyclic; Protein Kinase Inhibitors; Sulfur Compounds"
2797,DB11538,Carbohydrates; Polysaccharides
2798,DB11541,Adrenergic Agents; Adrenergic Agonists; Adrenergic beta-Agonists; Agents producing tachycardia; Agents that produce hypertension; Amines; Ethylamines; Growth Substances; Neurotransmitter Agents
2799,DB11542,Amidines; Anti-Infective Agents; Antiparasitic Agents; Antiprotozoals; Coccidiostats; Guanidines
2800,DB11543,"Adrenergic Agents; Adrenergic Agonists; Adrenergic alpha-2 Receptor Agonists; Adrenergic alpha-Agonists; Agents producing tachycardia; Agents that produce hypertension; Anesthetics; Azoles; Central Nervous System Agents; Central Nervous System Depressants; Heterocyclic Compounds; Heterocyclic Compounds, 1-Ring; Hypnotics and Sedatives; Neurotransmitter Agents"
2801,DB11545,"Ethers; Ethers, Cyclic; Furans; Heterocyclic Compounds; Heterocyclic Compounds, 1-Ring; Ionophores; Lactones; Macrocyclic Compounds; Polycyclic Compounds; Polyether Polyketides; Polyketides; Pyrans"
2802,DB11547,
2803,DB11555,"Anti-Anxiety Agents; Central Nervous System Agents; Central Nervous System Depressants; GABA Agents; GABA Modulators; Heterocyclic Compounds; Heterocyclic Compounds, 2-Ring; Heterocyclic Compounds, Fused-Ring; Neurotransmitter Agents; Psychotropic Drugs; Tranquilizing Agents"
2804,DB11556,"Adrenergic Agents; Adrenergic Agonists; Adrenergic alpha-2 Receptor Agonists; Adrenergic alpha-Agonists; Agents producing tachycardia; Agents that produce hypertension; Analgesics; Azoles; Central Nervous System Agents; Central Nervous System Depressants; Heterocyclic Compounds; Heterocyclic Compounds, 1-Ring; Hypnotics and Sedatives; Neurotransmitter Agents; Peripheral Nervous System Agents; Sensory System Agents"
2805,DB11560,"Acetates; Acids, Acyclic; Antigout Preparations; Antirheumatic Agents; Azoles; Carboxylic Acids; Cytochrome P-450 CYP2C9 Substrates; Cytochrome P-450 CYP3A Inducers; Cytochrome P-450 CYP3A4 Inducers; Cytochrome P-450 CYP3A4 Inducers (weak); Cytochrome P-450 Enzyme Inducers; Cytochrome P-450 Substrates; Drugs that are Mainly Renally Excreted; Heterocyclic Compounds; Heterocyclic Compounds, 1-Ring; Musculo-Skeletal System; Preparations Increasing Uric Acid Excretion; Sulfhydryl Compounds; Sulfur Compounds; Urate Transporter 1 Inhibitor; Urate Transporter 1 Inhibitors; Uricosuric Agents"
2806,DB11561,"Acridine Derivatives; Acridines; Aminoacridines; Anti-Infective Agents; Anti-Infective Agents, Local; Antiseptics and Disinfectants; Coloring Agents; Compounds used in a research, industrial, or household setting; Dermatologicals; Fluorescent Dyes; Heterocyclic Compounds; Heterocyclic Compounds, 3-Ring; Heterocyclic Compounds, Fused-Ring; Indicators and Reagents; Laboratory Chemicals; Luminescent Agents; Mutagens; Noxae; Toxic Actions"
2807,DB11562,"Alkaloids; Benzylisoquinolines; Central Nervous System Agents; Central Nervous System Stimulants; Convulsants; GABA Agents; GABA Antagonists; GABA-A Receptor Antagonists; Heterocyclic Compounds; Heterocyclic Compounds, 2-Ring; Heterocyclic Compounds, Fused-Ring; Isoquinolines; Neurotransmitter Agents"
2808,DB11568,"Blood Glucose Lowering Agents; Cytochrome P-450 CYP1A2 Inducers; Cytochrome P-450 CYP1A2 Inducers (strength unknown); Cytochrome P-450 Enzyme Inducers; Insulin; Insulin, Short-Acting"
2809,DB11569,"Amino Acids, Peptides, and Proteins; Antibodies; Antibodies, Monoclonal; Antibodies, Monoclonal, Humanized; Antineoplastic and Immunomodulating Agents; Blood Proteins; Dermatologicals; Globulins; Immunoglobulins; Immunoproteins; Immunosuppressive Agents; Interleukin Inhibitors; Interleukin-17; Interleukin-17A Antagonist; Misc. Skin and Mucous Membrane Agents; Proteins; Serum Globulins"
2810,DB11571,Blood Coagulation Factors; Increased Coagulation Factor Activity
2811,DB11574,"Antiinfectives for Systemic Use; Antiviral Agents; Antivirals for Systemic Use; Antivirals for treatment of HCV infections; Azoles; BCRP/ABCG2 Inhibitors; Cytochrome P-450 CYP3A Inhibitors; Cytochrome P-450 CYP3A Substrates; Cytochrome P-450 CYP3A4 Inhibitors; Cytochrome P-450 CYP3A4 Substrates; Cytochrome P-450 CYP3A5 Inhibitors; Cytochrome P-450 CYP3A5 Substrates; Cytochrome P-450 CYP3A7 Substrates; Cytochrome P-450 Enzyme Inhibitors; Cytochrome P-450 Substrates; Direct Acting Antivirals; Experimental Unapproved Treatments for COVID-19; Hepatitis C Virus NS5A Inhibitor; Heterocyclic Compounds; Heterocyclic Compounds, 1-Ring; Heterocyclic Compounds, 2-Ring; Heterocyclic Compounds, Fused-Ring; P-glycoprotein inhibitors; P-glycoprotein substrates; Treatments for Hepatitis C"
2812,DB11583,"Alcohols; Amines; Ammonium Compounds; Anti-Infective Agents; Anti-Infective Agents, Local; Compounds used in a research, industrial, or household setting; Lipids; Nitrogen Compounds; Onium Compounds; Surface-Active Agents"
2813,DB11585,"Azoles; Compounds used in a research, industrial, or household setting; Heterocyclic Compounds; Heterocyclic Compounds, 1-Ring; Macromolecular Substances; Manufactured Materials; Organosilicon Compounds; Polymers; Silicon Compounds"
2814,DB11588,"Carbon Compounds, Inorganic; Diagnostic Agents; Gases; Gasotransmitters; Neurotransmitter Agents; Noxae; Oxides; Oxygen Compounds; Toxic Actions"
2815,DB11595,"Amino Acids, Peptides, and Proteins; Antibodies; Antibodies, Monoclonal; Antibodies, Monoclonal, Humanized; Antineoplastic Agents; Antineoplastic Agents, Immunological; Antineoplastic and Immunomodulating Agents; Blood Proteins; Cancer immunotherapy; Globulins; Immune Checkpoint Inhibitors; Immunoglobulins; Immunoproteins; Immunotherapy; MONOCLONAL ANTIBODIES AND ANTIBODY DRUG CONJUGATES; Narrow Therapeutic Index Drugs; PD-1/PDL-1 (Programmed cell death protein 1/death ligand 1) inhibitors; Programmed Death Receptor-1 Blocking Antibody; Programmed Death Receptor-1-directed Antibody Interactions; Proteins; Serum Globulins"
2816,DB11599,"Biopolymers; Carbohydrates; Compounds used in a research, industrial, or household setting; Dietary Carbohydrates; Glucans; Macromolecular Substances; Polymers; Polysaccharides; Starch"
2817,DB11602,"Biopolymers; Carbohydrates; Compounds used in a research, industrial, or household setting; Glucans; Macromolecular Substances; Manufactured Materials; Ophthalmic Solutions; Polymers; Polysaccharides; Saliva, Artificial"
